MisconceptionId,MisconceptionName
1307,Finds the degrees for 1 person rather than the required number of people for a pie chart sector
1308,"Thinks tables of values are symmetrical about (0,0)"
1309,Believes the numerator is the top of a fraction 
1310,"When interpreting a pictogram, thinks each symbol stands for 1"
1311,"
Has incorrect belief about the meaning of ""formula"""
1312,Believes f(x) + a translates the function right a units
1313,Found the percentage but forgot to add to 100%
1314,Only uses the closest angle to the unknown when using the angles in a straight line relationship
1315,Rounds to the wrong degree of accuracy (nearest ten rather than nearest whole number)
1316,Does not understand that the numerator and denominator of fractions represent groupings and have the same order of priority as brackets
1317,Identifies wrong place value column after decimal point
1318,Does not understand that shapes are congruent if they have the same size and shape
1319,Adds instead of multiples
1320,Multiplied by 10 rather than 100
1321,Thinks angles which look the same on diagram will be equal
1322,Does not know how many days are in a leap year
1323,"When multiplying surds in the form ✓a × b✓c, believes the answer is  ✓(abc)"
1324,"When solving an equation, believes that when they get to ax = b, b is the solution"
1325,Has found area of triangle rather than area of square
1326,Does not know the meaning of square sign for right angle
1327,Does not know the meaning of attribute data
1328,"When reading off from the left side of a back to back stem and leaf, mixes up the value of the leaf and the stem"
1329,Believes it is not possible to calculate the frequency for a pie chart sector despite being given enough information to do so
1330,Believes they can still have the variable on both sides when making it the subject
1331,Believes angles in a quadrilateral sum to 450 degrees
1332,"When adding, just writes the digit to the right of the number without considering place value"
1333,Halves base but still divides product by 2 when finding area of a triangle
1334,Tries to multiply within place value columns during column multiplication
1335,Believes volume of a cuboid is the area of the three unique faces multiplied together
1336,Does not realise addition is commutative
1337,Does not understand the phrase to the power of
1338,Does not understand the effect of consecutive operations
1339,Calculated the hours and minutes separately
1340,Misunderstands dashed lines as being the midpoint
1341,Multiplies instead of divides by 100 when converting a percentage to a decimal
1342,"When adding decimals, does not keep place value the same as the original digits"
1343,"When substituting into an algebraic term, replaces variables with numbers without multiplying."
1344,Estimates angle without using knowledge of degrees in quarter turns
1345,Inserts brackets but not changed order of operation
